/NOP/
34,3,33,"vwall",1,0,-14,-18,0,1,1,0,3,0,0,0,1000,1,"(wall)",0,0,8,0,-1,-1,-1,-1,0,
35,3,34,"hose_schwarz",1,0,0,-13,0,0,0,1,4,0,0,0,0,0,"(black trousers)",0,0,21,0,15,15,15,255,12,
36,3,35,"leiter",1,0,0,-15,0,1,0,0,3,0,0,0,10,0,"(ladder)",0,0,6,0,-1,-1,-1,-1,0,
37,3,36,"table",1,0,9,-16,0,1,0,0,7,0,0,0,20,0,"(table)",0,41,1,0,-1,-1,-1,-1,0,
38,3,37,"vfenster",1,0,-14,-18,0,1,1,0,3,0,0,0,0,1,"(window)",0,0,8,0,-1,-1,-1,-1,0,
39,3,38,"hfenster",1,0,14,-18,0,1,3,0,3,0,0,0,0,1,"(window)",0,0,8,0,-1,-1,-1,-1,0,
40,3,39,"stab",1,0,0,-5,0,0,0,1,2,0,0,0,0,0,"(skull staff)",0,0,19,0,240,240,200,255,23,
41,3,40,"stab2",1,0,-1,-7,0,0,0,1,2,0,0,0,0,0,"(cleric's staff)",0,0,19,0,245,225,90,255,23,
42,3,45,"emerald0",1,0,0,-3,0,0,0,1,8,0,0,0,0,0,"(emerald)",0,0,20,0,-1,-1,-1,-1,0,
43,3,46,"ruby0",1,0,-1,-4,0,0,0,1,8,0,0,0,0,0,"(ruby)",0,0,20,0,-1,-1,-1,-1,0,
44,3,47,"nadel",1,0,0,-7,0,0,0,1,6,0,0,0,0,0,"(needle)",0,0,22,0,-1,-1,-1,-1,0,
45,3,48,"gloves",1,0,0,-12,0,0,0,1,4,0,0,0,0,0,"(leather gloves)",0,0,21,0,-1,-1,-1,-1,0,
46,3,49,"brot",1,0,0,-9,0,0,0,1,5,0,0,0,0,0,"(bread)",0,0,25,0,-1,-1,-1,-1,0,
47,3,50,"garn",1,0,0,-14,0,0,0,1,6,0,0,0,0,0,"(thread)",0,0,20,0,-1,-1,-1,-1,0,
48,3,51,"eimer",1,0,2,-11,0,0,0,1,6,5,0,0,0,0,"(bucket)",0,0,22,0,-1,-1,-1,-1,0,
49,3,52,"eimervoll",1,0,2,-11,0,0,0,1,6,5,0,0,0,0,"(bucket of water)",0,0,22,0,-1,-1,-1,-1,0,
50,3,53,"stiefel",1,0,0,-13,0,0,0,1,4,0,0,0,0,0,"(leather boots)",0,0,21,0,191,78,3,255,13,
51,3,54,"stoff_gruen",1,0,0,-11,0,0,0,1,6,0,0,0,0,0,"(green cloth)",0,0,20,0,-1,-1,-1,-1,0,
52,3,55,"umhanggruen",1,0,0,-16,0,0,0,1,4,0,0,0,0,0,"(green robe)",0,0,21,0,70,100,30,255,18,
53,3,56,"stab3",1,0,0,-10,0,0,0,1,2,0,0,0,0,0,"(bough)",0,0,20,0,150,79,43,255,0,
54,3,57,"stab4",1,0,0,-9,0,0,0,1,2,0,0,0,0,0,"(simple mage's staff)",0,0,19,0,180,59,43,255,23,
55,3,58,"moerser",1,0,1,-5,0,0,0,1,6,0,0,0,0,0,"(mortar)",0,0,22,0,-1,-1,-1,-1,0,
56,3,59,"healingpotion",1,0,3,-5,0,0,0,1,5,5,0,0,0,0,"(antidote)",0,0,23,0,-1,-1,-1,-1,0,
57,3,61,"goldstuecke",1,0,0,-7,0,0,0,1,8,0,0,0,0,0,"(gold coins)",0,0,23,0,-1,-1,-1,-1,0,
58,3,62,"kette",1,0,0,-6,0,0,0,1,8,0,0,0,0,0,"(emerald amulet)",0,0,23,0,-1,-1,-1,-1,0,
59,3,63,"eingeweide",1,0,0,-10,0,0,0,1,6,0,0,0,0,0,"(entrails)",0,0,20,0,-1,-1,-1,-1,0,
60,3,64,"arrow",1,0,-3,-7,0,0,0,1,2,0,0,0,0,0,"(arrow)",0,0,19,0,-1,-1,-1,-1,0,
61,3,65,"bogen",1,0,2,-16,0,0,0,1,2,0,0,0,0,0,"(short bow)",0,0,19,0,80,80,80,255,11,
62,3,68,"rubinring",1,0,0,-4,0,0,0,1,8,0,0,0,0,0,"(ruby ring)",0,0,23,0,-1,-1,-1,-1,0,
63,3,69,"fell",1,0,0,-15,0,0,0,1,6,0,0,0,0,0,"(raw leather)",0,0,20,0,-1,-1,-1,-1,0,
64,3,70,"crossbow",1,0,-4,-12,0,0,0,1,2,0,0,0,0,0,"(crossbow)",0,0,19,0,150,120,35,255,11,
65,3,72,"fishingrod",1,0,0,-26,0,0,0,1,6,0,0,0,0,0,"(fishing rod)",0,0,22,0,-1,-1,-1,-1,0,
66,3,73,"fish",1,0,0,-10,0,0,0,1,5,0,0,0,0,0,"(trout)",0,0,25,0,-1,-1,-1,-1,0,
67,3,74,"axe",1,0,0,-7,0,0,0,1,2,0,0,0,0,0,"(hatchet)",0,0,22,0,102,90,101,255,7,
68,3,75,"vase2",1,0,0,-6,0,1,0,0,7,0,0,0,10,1,"(vase)",0,0,2,0,-1,-1,-1,-1,0,
69,3,76,"stab5",1,0,0,-4,0,0,0,1,2,0,0,0,0,0,"(mage's staff)",0,0,19,0,195,136,122,255,23,
70,3,77,"stab6",1,0,-2,-7,0,0,0,1,2,0,0,0,0,0,"(halberd)",0,0,19,0,133,127,127,255,17,
71,3,78,"schwert3",1,0,-1,-6,0,0,0,1,2,0,0,0,0,0,"(short sword)",0,0,19,0,180,180,180,255,28,
72,3,80,"banane",1,0,3,-6,0,0,0,1,5,0,0,0,0,0,"(banana)",0,0,25,0,-1,-1,-1,-1,0,
73,3,81,"berries",1,0,0,-16,0,0,0,1,5,0,0,0,0,0,"(berries)",0,0,25,0,-1,-1,-1,-1,0,
74,3,86,"htuer",1,0,21,-18,0,1,3,0,3,0,0,0,0,0,"(open door)",0,0,8,0,-1,-1,-1,-1,0,
75,3,87,"vtuer",1,0,-14,-19,0,1,1,0,3,0,0,0,0,0,"(open door)",0,0,8,0,-1,-1,-1,-1,0,
76,3,88,"langaxt",1,0,0,-9,0,0,0,1,2,0,0,0,0,0,"(longaxe)",0,0,19,0,153,137,127,255,17,
77,3,89,"schleuder",1,0,-2,-12,0,0,0,1,2,0,0,0,0,0,"(sling)",0,0,19,0,-1,-1,-1,-1,0,
78,3,90,"floete",1,0,-1,-9,0,0,0,1,6,0,0,0,0,0,"(flute)",0,0,2,0,-1,-1,-1,-1,0,
79,3,91,"opferdolch",1,0,-2,-9,0,0,0,1,2,0,0,0,0,0,"(malachin dagger)",0,0,19,0,255,238,169,255,29,
81,3,93,"medal",1,0,0,-5,0,0,0,1,9,0,0,0,0,0,"(medal)",0,0,0,0,-1,-1,-1,-1,0,
82,3,94,"fullhelm_",1,0,1,-11,0,0,0,1,4,0,0,0,0,0,"(pot helmet)",0,0,21,0,128,128,128,255,3,
83,3,95,"loewenschild",1,0,0,-9,0,0,0,1,2,0,0,0,0,0,"(heraldic shield)",0,0,19,0,247,239,107,255,15,
84,3,96,"schild",1,0,-3,-9,0,0,0,1,2,0,0,0,0,0,"(steel tower shield)",0,0,19,0,54,100,139,255,10,
85,3,97,"tasche",1,0,0,-11,0,1,0,1,6,0,1,0,0,0,"(leather bag)",0,0,23,0,-1,-1,-1,-1,0,
86,3,99,"lockpicks",1,0,1,-13,0,0,0,1,9,0,0,0,0,0,"(lockpicks)",0,0,0,0,-1,-1,-1,-1,0,
87,3,100,"kelle",1,0,0,-9,0,0,0,1,9,0,0,0,0,0,"(trowel)",0,0,0,0,-1,-1,-1,-1,0,
88,3,101,"chainmail",1,0,0,-7,0,0,0,1,4,0,0,0,0,0,"(chain shirt)",0,0,21,0,192,192,192,255,5,
89,3,104,"ingot_silver",1,0,-1,-7,0,0,0,1,8,0,0,0,0,0,"(silver ingot)",0,0,20,0,-1,-1,-1,-1,0,
90,1,105,"mbook0",1,0,-1,-8,0,0,0,1,10,0,2,0,0,0,"(The Book Of Self-Awareness)",0,0,24,0,90,90,155,255,36,
91,1,106,"mbook12",1,0,-1,-9,0,0,0,1,10,0,2,0,0,0,"(Botany And Forestry)",0,0,24,0,90,190,255,255,36,
92,1,107,"mbook1",1,0,0,-9,0,0,0,1,10,0,2,0,0,0,"(Husbandry And Nutrition)",0,0,24,0,120,80,80,255,36,
93,1,108,"mbook14",1,0,-1,-9,0,0,0,1,10,0,2,0,0,0,"(Book Of Mining)",0,0,24,0,220,30,30,255,36,
94,1,109,"mbook3",1,0,-1,-9,0,0,0,1,10,0,2,0,0,0,"(Secrets of Druidism)",0,0,24,0,50,50,70,255,36,
95,1,110,"mbook2",1,0,-1,-12,0,0,0,1,10,0,2,0,0,0,"(The Art Of Magic)",0,0,24,0,50,50,70,255,36,
96,1,111,"mbook4",1,0,0,-11,0,0,0,1,10,0,2,0,0,0,"(The Path To Magic)",0,0,24,0,170,30,70,255,36,
97,1,112,"mbook13",1,0,3,-6,0,0,0,1,10,0,2,0,0,0,"(Dye Works And Tannery)",0,0,24,0,200,30,70,255,36,
98,1,113,"mbook5",1,0,0,-8,0,0,0,1,10,0,2,0,0,0,"(Spinning And Weaving)",0,0,24,0,140,30,70,255,36,
99,1,114,"mbook6",1,0,-1,-7,0,0,0,1,10,0,2,0,0,0,"(Baker, Winegrower and Brewer)",0,0,24,0,100,180,70,255,36,
100,1,115,"mbook11",1,0,0,-9,0,0,0,1,10,0,2,0,0,0,"(First Steps For Druids)",0,0,24,0,100,180,70,255,36,
101,1,116,"mbook15",1,0,1,-11,0,0,0,1,10,0,2,0,0,0,"(Ancient Secrets)",0,0,24,0,170,170,170,255,36,
102,1,117,"mbook17",1,0,1,-8,0,0,0,1,10,0,2,0,0,0,"(Book Of Runes)",0,0,24,0,50,50,50,255,36,
103,3,125,"apfel_trunc",4,2,1,-10,0,1,0,0,1,0,0,20,20,1,"(tree trunk)",0,15,14,0,-1,-1,-1,-1,0,
104,3,126,"sichel",1,0,-1,-5,0,0,0,1,6,0,0,0,0,0,"(sickle)",0,0,22,0,-1,-1,-1,-1,0,
105,1,127,"dbook26",1,0,0,-9,0,0,0,1,10,0,2,0,0,0,"(Herb recipe (bulbsponge))",0,0,24,0,100,70,50,255,36,
106,1,128,"dbook27",1,0,0,-7,0,0,0,1,10,0,2,0,0,0,"(Herb recipe (toadstool))",0,0,24,0,100,50,70,255,36,
107,1,129,"dbook19",1,0,0,-6,0,0,0,1,10,0,2,0,0,0,"(Herb recipe (strawberry))",0,0,24,0,70,70,200,255,36,
108,1,130,"dbook28",1,0,0,-11,0,0,0,1,10,0,2,0,0,0,"(The Art Of Smithery)",0,0,24,0,30,30,30,255,36,
109,1,131,"dbook16",1,0,0,-11,0,0,0,1,10,0,2,0,0,0,"(Magic Of Druids)",0,0,24,0,255,255,200,255,36,
110,1,132,"kirsche_setzling",1,0,11,-7,0,1,0,0,1,19,0,0,0,0,"(cherry tree seedling)",0,0,14,0,-1,-1,-1,-1,0,
111,3,133,"pflanze01",1,0,-6,-9,0,1,0,1,10,0,0,0,0,0,"(sun herb)",0,0,16,0,-1,-1,-1,-1,0,
112,3,134,"pflanze02",1,0,1,-10,0,1,0,1,10,0,0,0,0,0,"(fourleafed oneberry)",0,0,16,0,-1,-1,-1,-1,0,
113,3,135,"pflanze03",1,0,-3,-5,0,1,0,1,10,0,0,0,0,0,"(yellow weed)",0,0,16,0,-1,-1,-1,-1,0,
114,3,136,"pflanze04",1,0,4,-2,0,1,0,1,10,0,0,0,0,0,"(anger berry)",0,0,16,0,-1,-1,-1,-1,0,
115,3,137,"pflanze05",1,0,2,-14,0,1,0,1,10,0,0,0,0,0,"(flamegoblet blossom)",0,0,16,0,-1,-1,-1,-1,0,
116,3,138,"pflanze06",1,0,-4,-7,0,1,0,1,10,0,0,0,0,0,"(night angels blossom)",0,0,16,0,-1,-1,-1,-1,0,
117,1,139,"apfel_setzling",1,0,14,-7,0,1,0,0,1,21,0,20,0,0,"(apple tree sprout)",0,0,14,0,-1,-1,-1,-1,0,
118,3,140,"pflanze08",1,0,-1,-8,0,1,0,1,10,0,0,0,0,0,"(donf blade)",0,0,16,0,-1,-1,-1,-1,0,
119,3,141,"pflanze09",1,0,1,-11,0,1,0,1,10,0,0,0,0,0,"(black thirstel)",0,0,16,0,-1,-1,-1,-1,0,
120,3,142,"pflanze10",1,0,2,-9,0,1,0,1,10,0,0,0,0,0,"(sand berry)",0,0,16,0,-1,-1,-1,-1,0,
121,3,143,"pflanze11",1,0,-2,-8,0,1,0,1,10,0,0,0,0,0,"(red elder)",0,0,16,0,-1,-1,-1,-1,0,
122,3,144,"pflanze12",1,0,-2,-8,0,1,0,1,10,0,0,0,0,0,"(virgins weed)",0,0,16,0,-1,-1,-1,-1,0,
123,3,145,"pflanze13",1,0,0,-6,0,1,0,1,10,0,0,0,0,0,"(heath flower)",0,0,16,0,-1,-1,-1,-1,0,
124,3,146,"pflanze14",1,0,-1,-13,0,1,0,1,10,0,0,0,0,0,"(desert sky capsule)",0,0,16,0,-1,-1,-1,-1,0,
125,3,147,"pflanze15",1,0,1,-4,0,1,0,1,10,0,0,0,0,0,"(black berry)",0,0,16,0,-1,-1,-1,-1,0,
126,3,148,"pflanze16",1,0,1,-11,0,1,0,1,10,0,0,0,0,0,"(firnis blossom)",0,0,16,0,-1,-1,-1,-1,0,
127,3,149,"pflanze17",1,0,0,-11,0,1,0,1,10,0,0,0,0,0,"(fir tree sprout)",0,0,16,0,-1,-1,-1,-1,0,
128,1,150,"tanne_setzling",1,0,7,-5,0,1,0,0,1,12,0,20,0,0,"(fir tree seedling)",0,0,14,0,-1,-1,-1,-1,0,
129,3,151,"pflanze19",1,0,1,-8,0,1,0,1,10,0,0,0,0,0,"(strawberry)",0,0,16,0,-1,-1,-1,-1,0,
130,3,152,"pflanze20",1,0,2,-4,0,1,0,1,10,0,0,0,0,0,"(life root)",0,0,16,14666,-1,-1,-1,-1,0,
131,3,153,"pflanze21",1,0,2,-14,0,1,0,1,10,0,0,0,0,0,"(foot leaf)",0,0,16,0,-1,-1,-1,-1,0,
132,3,154,"hops",1,0,1,-12,0,1,0,1,5,0,0,0,0,0,"(hop)",0,0,16,0,-1,-1,-1,-1,0,
133,3,155,"pflanze23",1,0,2,-11,0,1,0,1,10,0,0,0,0,0,"(sibanac leaf)",0,0,16,0,-1,-1,-1,-1,0,
134,3,156,"pflanze24",1,0,1,-10,0,1,0,1,10,0,0,0,0,0,"(steppe fern)",0,0,16,0,-1,-1,-1,-1,0,
135,3,157,"pflanze25",1,0,1,-16,0,1,0,1,10,0,0,0,0,0,"(rotten tree bark)",0,0,16,0,-1,-1,-1,-1,0,
136,3,158,"pflanze26",1,0,1,-7,0,1,0,1,10,0,0,0,0,0,"(bulbsponge mushroom)",0,0,16,0,-1,-1,-1,-1,0,
137,3,159,"pflanze27",1,0,2,-8,0,1,0,1,10,0,0,0,0,0,"(toadstool)",0,0,16,0,-1,-1,-1,-1,0,
138,3,160,"pflanze28",1,0,1,-5,0,1,0,1,10,0,0,0,0,0,"(red head)",0,0,16,0,-1,-1,-1,-1,0,
139,3,161,"pflanze29",1,0,4,-8,0,1,0,1,10,6,0,0,0,0,"(herders mushroom)",0,0,16,0,-1,-1,-1,-1,0,
140,3,162,"pflanze30",1,0,4,-3,0,1,0,1,10,9,0,0,0,0,"(birth mushroom)",0,0,16,0,-1,-1,-1,-1,0,
141,3,163,"pflanze31",1,0,3,-6,0,1,0,1,10,0,0,0,0,0,"(champignon)",0,0,16,0,-1,-1,-1,-1,0,
142,3,164,"emptybottle",1,0,3,-8,0,0,0,1,5,5,0,0,0,0,"(empty bottle)",0,0,23,0,-1,-1,-1,-1,0,
143,3,165,"manapotion",1,0,3,-8,0,0,0,1,5,5,0,0,0,0,"(mana potion)",0,0,23,0,-1,-1,-1,-1,0,
144,3,166,"foodpotion",1,0,3,-8,0,0,0,1,5,5,0,0,0,0,"(food potion)",0,0,23,0,-1,-1,-1,-1,0,
145,3,167,"poisonpotion",1,0,3,-8,0,0,0,1,5,5,0,0,0,0,"(yellow potion)",0,0,23,0,-1,-1,-1,-1,0,
146,3,168,"wollknaeuel",1,0,0,-8,0,0,0,1,6,0,0,0,0,0,"(ball of wool)",0,0,20,0,-1,-1,-1,-1,0,
147,3,169,"webstuhl",1,0,15,-16,0,1,0,0,3,31,0,0,30,1,"(loom)",0,0,7,0,-1,-1,-1,-1,0,
148,3,170,"wolle",1,0,0,-15,0,0,0,1,6,0,0,0,0,0,"(wool)",0,0,20,0,-1,-1,-1,-1,0,
149,3,171,"spinnrad",1,0,6,-17,0,1,0,0,3,19,0,0,20,1,"(spinning wheel)",0,0,7,0,-1,-1,-1,-1,0,
150,3,172,"anvil",1,0,3,-10,0,0,0,0,3,7,0,0,20,1,"(anvil)",0,21,7,0,-1,-1,-1,-1,0,
151,3,173,"deadsheep",1,0,-1,-13,0,0,0,1,6,0,0,0,0,0,"(sheep corpse)",0,0,5,0,-1,-1,-1,-1,0,
152,3,174,"stoff_rot",1,0,4,-13,0,0,0,1,6,0,0,0,0,0,"(red cloth)",0,0,20,0,-1,-1,-1,-1,0,
153,3,175,"stoff_schwarz",1,0,4,-13,0,0,0,1,6,0,0,0,0,0,"(black cloth)",0,0,20,0,-1,-1,-1,-1,0,
154,3,176,"stoff_grau",1,0,4,-13,0,0,0,1,6,0,0,0,0,0,"(grey cloth)",0,0,20,0,-1,-1,-1,-1,0,
155,3,177,"stoff_gelb",1,0,4,-13,0,0,0,1,6,0,0,0,0,0,"(yellow cloth)",0,0,20,0,-1,-1,-1,-1,0,
156,3,178,"stoff_weiss",1,0,4,-13,0,0,0,1,6,0,0,0,0,0,"(white cloth)",0,0,20,0,-1,-1,-1,-1,0,
157,3,179,"stoff_blau",1,0,4,-13,0,0,0,1,6,0,0,0,0,0,"(blue cloth)",0,0,20,0,-1,-1,-1,-1,0,
158,3,180,"hemd_rot",1,0,-1,-4,0,0,0,1,4,0,0,0,0,0,"(red shirt)",0,0,21,0,110,20,20,255,6,
159,3,181,"hemd_blau",1,0,-1,-4,0,0,0,1,4,0,0,0,0,0,"(blue shirt)",0,0,21,0,54,100,139,255,6,
160,3,182,"hemd_schwarz",1,0,-1,-4,0,0,0,1,4,0,0,0,0,0,"(black shirt)",0,0,21,0,40,40,40,255,6,
161,3,183,"hose_gruen",1,0,0,-13,0,0,0,1,4,0,0,0,0,0,"(green trousers)",0,0,21,0,0,60,0,255,12,
162,3,184,"helm1_",1,0,-2,-6,0,0,0,1,4,0,0,0,0,0,"(visored helmet)",0,0,21,0,150,150,150,255,32,
163,3,185,"helm2_",1,0,2,-7,0,0,0,1,4,0,0,0,0,0,"(black visored helmet)",0,0,21,0,200,200,200,255,32,
164,3,186,"rundschild",1,0,0,-7,0,0,0,1,2,0,0,0,0,0,"(round metal shield)",0,0,19,0,64,64,64,255,21,
165,3,187,"helm3_",1,0,-2,-5,0,0,0,1,4,0,0,0,0,0,"(steel hat)",0,0,21,0,130,130,130,255,2,
166,3,188,"waraxe",1,0,1,-5,0,0,0,1,2,0,0,0,0,0,"(waraxe)",0,0,19,0,133,120,120,255,17,
167,3,189,"dolch2",1,0,-3,-3,0,0,0,1,2,0,0,0,0,0,"(dagger)",0,0,19,0,205,189,189,255,29,
168,3,190,"dolch3",1,0,-1,-5,0,0,0,1,2,0,0,0,0,0,"(ornate dagger)",0,0,19,0,200,200,200,255,29,
169,3,191,"broetchen",1,0,1,-4,0,0,0,1,5,0,0,0,0,0,"(bred roll)",0,0,25,0,-1,-1,-1,-1,0,
170,3,193,"umhangblau",1,0,2,-13,0,0,0,1,4,0,0,0,0,0,"(blue robe)",0,0,21,0,16,78,139,255,18,
171,3,194,"umhanggrau",1,0,3,-14,0,0,0,1,4,0,0,0,0,0,"(black robe)",0,0,21,0,64,64,64,255,18,
172,3,195,"umhanggelb",1,0,1,-14,0,0,0,1,4,0,0,0,0,0,"(yellow robe)",0,0,21,0,238,173,14,255,18,
173,3,196,"umhangweiss",1,0,3,-14,0,0,0,1,4,0,0,0,0,0,"(grey coat)",0,0,21,0,171,171,171,255,18,
174,3,197,"amethyst0",1,0,-1,-4,0,0,0,1,8,0,0,0,0,0,"(amethyst)",0,0,20,0,-1,-1,-1,-1,0,
175,3,198,"topaz0",1,0,1,-4,0,0,0,1,8,0,0,0,0,0,"(topas)",0,0,20,0,-1,-1,-1,-1,0,
176,3,199,"mandarine",1,0,-1,-7,0,0,0,1,5,0,0,0,0,0,"(tangerine)",0,0,25,0,-1,-1,-1,-1,0,
177,3,200,"tomate",1,0,0,-5,0,0,0,1,5,0,0,0,0,0,"(tomato)",0,0,25,0,-1,-1,-1,-1,0,
178,3,201,"zwiebel",1,0,-1,-7,0,0,0,1,5,0,0,0,0,0,"(onion)",0,0,25,0,-1,-1,-1,-1,0,
179,3,202,"helmet_",1,0,2,-8,0,0,0,1,4,0,0,0,0,0,"(steel cap)",0,0,21,0,50,50,50,255,32,
180,3,203,"palm",4,2,103,-5,0,1,0,0,1,107,0,20,40,1,"(palm tree)",0,0,14,0,-1,-1,-1,-1,0,
181,3,204,"bihaender",1,0,3,-9,0,0,0,1,2,0,0,0,0,0,"(bastard sword)",0,0,19,0,171,177,186,255,16,
182,3,205,"doppelaxt",1,0,2,-8,0,0,0,1,2,0,0,0,0,0,"(double axe)",0,0,19,0,176,220,219,255,17,
183,3,206,"fsword",6,1,0,-9,4,0,0,1,2,0,0,0,0,0,"(fire longsword)",0,0,19,15972,254,99,16,180,9,
184,3,207,"kampfstab",1,0,-5,-3,0,0,0,1,2,0,0,0,0,0,"(battle staff)",0,0,19,0,190,167,103,225,23,
185,3,208,"staff",1,0,3,-2,0,0,0,1,2,0,0,0,0,0,"(ornate mage's staff)",0,0,19,0,168,234,150,255,23,
186,3,209,"staff2",1,0,0,-2,0,0,0,1,2,0,0,0,0,0,"(elven mage's staff)",0,0,19,0,177,133,90,-1,23,
187,3,210,"elchkopf",1,0,-4,47,0,1,0,0,7,0,0,0,0,0,"(deer head)",0,0,26,0,-1,-1,-1,-1,0,
188,3,211,"pferdekopf",1,0,15,47,0,1,0,0,3,0,0,0,0,0,"(horse head)",0,0,26,0,-1,-1,-1,-1,0,
189,3,212,"stuhlunten",1,0,0,-10,0,1,0,0,7,10,0,0,10,0,"(chair)",0,0,3,0,-1,-1,-1,-1,0,
190,3,213,"stuhlrechts",1,0,0,-10,0,1,0,0,7,11,0,0,10,0,"(chair)",0,0,3,0,-1,-1,-1,-1,0,
191,3,214,"stuhloben",1,0,14,-9,0,1,0,0,7,24,0,0,10,0,"(chair)",0,0,3,0,-1,-1,-1,-1,0,
192,3,215,"stuhllinks",1,0,12,-14,0,1,0,0,7,24,0,0,10,0,"(chair)",0,0,3,0,-1,-1,-1,-1,0,
193,3,216,"sesseloben",1,0,0,-10,0,1,0,0,7,0,0,0,10,0,"(armchair)",0,0,3,0,-1,-1,-1,-1,0,
194,3,217,"sesselrechts",1,0,0,-10,0,1,0,0,7,0,0,0,10,0,"(armchair)",0,0,3,0,-1,-1,-1,-1,0,
195,3,218,"sesselunten",1,0,0,-10,0,1,0,0,7,0,0,0,10,0,"(armchair)",0,0,3,0,-1,-1,-1,-1,0,
196,3,219,"sessellinks",1,0,0,-10,0,1,0,0,7,0,0,0,10,0,"(armchair)",0,0,3,0,-1,-1,-1,-1,0,
197,1,220,"barrel",1,0,6,-10,0,1,0,1,7,15,0,0,20,0,"(barrel)",0,30,7,0,-1,-1,-1,-1,0,
198,3,221,"goldloewe",1,0,10,29,0,0,0,0,7,0,0,0,0,0,"(golden lion head)",0,0,26,0,-1,-1,-1,-1,0,
199,3,222,"amulett",1,0,1,-6,0,0,0,1,4,0,0,0,0,0,"(amulett)",0,0,23,0,-1,-1,-1,-1,0,
200,3,223,"kelch",1,0,2,-4,0,0,0,1,5,0,0,0,0,0,"frei",0,0,2,0,-1,-1,-1,-1,0,
