#
#	Unity Polygon Packing is very space efficient
#	It also trims transparent borders pixels 
#	This information is ditched and not imported in Unity
#	Illarions item table has offsets relying on the exact size of the image
#	Due to the trimming the offset is wrong
#	This file contains the trimmed pixels to each borders
#	So the offset table data can be updated
#
#	name, is trimmed?, trimmed left, trimmed top, trimmed right, trimmed bottom
#
apfel_voll-3,true,0,0,14,0
apfeltorte,false,0,0,0,0
apple,false,0,0,0,0
arc,false,0,0,0,0
armor,false,0,0,0,0
arrow,false,0,0,0,0
arrow_poison,false,0,0,0,0
arrow_wind,false,0,0,0,0
axe,false,0,0,0,0
axe2,false,0,0,0,0
Axt_in_Block,false,0,0,0,0
Badezuber0-0,false,0,0,0,0
Badezuber0-1,false,0,0,0,0
bakehousesouth,false,0,0,0,0
bakehousewest,false,0,0,0,0
ban_tree-0,true,2,13,2,0
ban_tree-1,true,0,15,0,0
ban_tree-2,true,7,0,9,0
ban_tree_em-0,true,2,13,2,0
ban_tree_em-1,true,0,15,0,0
ban_tree_em-2,true,7,0,9,0
banana_bread,true,0,0,1,0
banane,false,0,0,0,0
Banner1_NS,false,0,0,0,0
Banner1_OW,false,0,0,0,0
barrel,false,0,0,0,0
barrel2,false,0,0,0,0
barrel_0,true,0,0,0,1
barrel_1,false,0,0,0,0
barrel_2,false,0,0,0,0
barrel_3,false,0,0,0,0
barrel_4,false,0,0,0,0
barrel_5,false,0,0,0,0
barrel_6,false,0,0,0,0
barrel_7,false,0,0,0,0
barrel_stack,false,0,0,0,0
barrel_stack1,false,0,0,0,0
barrel_stack2,false,0,0,0,0
basket2,false,0,0,0,0
bat_axe,false,0,0,0,0
bat_axe_copper,false,0,0,0,0
bat_axe_gold,false,0,0,0,0
bat_axe_merinium,false,0,0,0,0
bat_axe_silver,false,0,0,0,0
baum_klein-0,true,25,16,0,0
baum_klein-1,true,40,12,20,0
baum_klein-2,true,0,0,5,0
baum_klein-3,true,0,11,1,0
baum_klein2-0,false,0,0,0,0
baum_klein2-1,true,16,0,26,0
baum_klein2-2,true,3,0,0,0
baum_klein2-3,true,12,1,3,0
baum_naldor-0,true,2,18,12,0
baum_naldor-1,true,2,5,10,1
baum_naldor-2,true,0,0,13,0
baum_naldor-3,false,0,0,0,0
Baumstamm_mit_Pilze_NS,false,0,0,0,0
Baumstamm_mit_Pilze_OW,false,0,0,0,0
bed3b,false,0,0,0,0
bed3bside,false,0,0,0,0
bed3bv3,false,0,0,0,0
bed3bv4,false,0,0,0,0
bed5,false,0,0,0,0
bed_ns,false,0,0,0,0
bed_we,false,0,0,0,0
beddoubleS,false,0,0,0,0
beddoubleW,false,0,0,0,0
bedfancydoubleS,false,0,0,0,0
bedfancydoubleW,false,0,0,0,0
bedfancyS,false,0,0,0,0
bedfancyW,false,0,0,0,0
bedsimpleS,false,0,0,0,0
bedsimpleW,false,0,0,0,0
beer_barrel,false,0,0,0,0
bees,false,0,0,0,0
benches/bench_dirt3e,true,2,1,1,0
benches/bench_dirt3n,true,0,0,2,0
benches/bench_dirt3ne,true,2,2,2,1
benches/bench_dirt3nw,true,1,2,3,0
benches/bench_dirt3s,true,1,0,0,0
benches/bench_dirt3se,true,0,0,1,1
benches/bench_dirt3sw,true,2,1,2,1
benches/bench_dirt3w,true,0,0,2,0
benches/bench_runee,true,2,1,0,0
benches/bench_runen,true,1,0,1,0
benches/bench_runene,true,2,1,2,1
benches/bench_runenw,true,0,1,2,0
benches/bench_runes,true,1,0,0,0
benches/bench_runese,true,2,1,1,0
benches/bench_runesw,false,0,0,0,0
benches/bench_runew,true,0,0,2,1
benches/distressed_benche,true,2,1,0,0
benches/distressed_benchn,true,0,0,1,0
benches/distressed_benchne,true,2,2,2,1
benches/distressed_benchnw,true,0,1,2,1
benches/distressed_benchs,true,1,0,1,0
benches/distressed_benchse,true,2,0,2,1
benches/distressed_benchsw,true,2,2,1,0
benches/distressed_benchw,true,1,1,2,0
benches/new_bench_runee,true,2,2,2,0
benches/new_bench_runen,true,1,0,2,0
benches/new_bench_runene,true,1,0,1,1
benches/new_bench_runenw,true,1,1,1,0
benches/new_bench_runes,true,2,1,2,1
benches/new_bench_runese,true,1,1,2,1
benches/new_bench_runew,true,2,1,2,1
benches/sunbleached_benche,true,2,0,0,0
benches/sunbleached_benchn,false,0,0,0,0
benches/sunbleached_benchne,true,2,2,2,0
benches/sunbleached_benchnw,true,1,2,2,0
benches/sunbleached_benchs,true,1,0,1,0
benches/sunbleached_benchse,true,1,0,1,1
benches/sunbleached_benchsw,true,1,1,1,1
benches/sunbleached_benchw,true,1,1,2,0
berries,false,0,0,0,0
Bierkrug-0,false,0,0,0,0
Bierkrug-1,false,0,0,0,0
Bierkrug-2,false,0,0,0,0
bihaender,false,0,0,0,0
bildn,false,0,0,0,0
bildo,false,0,0,0,0
black_marble_table,true,0,1,1,0
blackberry,true,2,0,4,0
blackberry1,true,2,0,4,0
blackpotion,false,0,0,0,0
blackstoneroh,false,0,0,0,0
blaue_vogelbeere,false,0,0,0,0
blausteinkette,false,0,0,0,0
blausteinstaub,false,0,0,0,0
bloom_n,false,0,0,0,0
bloom_s,false,0,0,0,0
blue_table-e,false,0,0,0,0
blue_table-n,true,0,0,1,1
blue_table1,true,0,0,1,0
blue_table2,true,4,16,1,14
blue_table3-e,true,0,1,0,0
blue_table3-n,false,0,0,0,0
bluestoneroh,false,0,0,0,0
blut-0,false,0,0,0,0
blut-1,false,0,0,0,0
blut-2,true,1,0,0,0
blut_gruen-0,false,0,0,0,0
blut_gruen-1,false,0,0,0,0
blut_gruen-2,true,1,0,0,0
bm4_corner_ne,false,0,0,0,0
bm4_corner_nw,false,0,0,0,0
bm4_corner_se,false,0,0,0,0
bm4_corner_sw,false,0,0,0,0
bm4_gateL_cl_ns,false,0,0,0,0
bm4_gateL_cl_we,false,0,0,0,0
bm4_gateL_op_ns,false,0,0,0,0
bm4_gateL_op_we,false,0,0,0,0
bm4_gateR_cl_ns,false,0,0,0,0
bm4_gateR_cl_we,false,0,0,0,0
bm4_gateR_op_ns,false,0,0,0,0
bm4_gateR_op_we,false,0,0,0,0
bm4_icorner,false,0,0,0,0
bm4_ns,false,0,0,0,0
bm4_we,false,0,0,0,0
bm4_win1_ns,false,0,0,0,0
bm4_win1_we,false,0,0,0,0
bm4_win2_ns,false,0,0,0,0
bm4_win2_we,false,0,0,0,0
bm4_zinne_e,false,0,0,0,0
bm4_zinne_n,false,0,0,0,0
bm4_zinne_ne,false,0,0,0,0
bm4_zinne_s,false,0,0,0,0
bm4_zinne_se,false,0,0,0,0
bm4_zinne_sw,false,0,0,0,0
bm4_zinne_w,false,0,0,0,0
bm4_zinner_nw,false,0,0,0,0
boards_apple,false,0,0,0,0
boards_cherry,false,0,0,0,0
boards_fir,false,0,0,0,0
boards_naldor,false,0,0,0,0
bogen,false,0,0,0,0
bolt,false,0,0,0,0
book1,false,0,0,0,0
book2,false,0,0,0,0
book3,false,0,0,0,0
book4,false,0,0,0,0
book5,false,0,0,0,0
book6,false,0,0,0,0
book7,false,0,0,0,0
book8,false,0,0,0,0
book9,false,0,0,0,0
book10,false,0,0,0,0
book11,false,0,0,0,0
book12,false,0,0,0,0
book13,false,0,0,0,0
book14,false,0,0,0,0
book15,false,0,0,0,0
book16,false,0,0,0,0
bottle_empty1,false,0,0,0,0
bottle_full1,false,0,0,0,0
bottle_green,false,0,0,0,0
bow_bright1,false,0,0,0,0
box,false,0,0,0,0
branch,false,0,0,0,0
breadbasket,false,0,0,0,0
brickhouse_ecke_nw,false,0,0,0,0
brickhouse_ecke_se,false,0,0,0,0
brickhouse_ecke_so,false,0,0,0,0
brickhouse_ecke_sw,false,0,0,0,0
brickhouse_fenster_n,false,0,0,0,0
brickhouse_fenster_o,false,0,0,0,0
brickhouse_fenster_s,false,0,0,0,0
brickhouse_fenster_w,false,0,0,0,0
brickhouse_iecke,false,0,0,0,0
brickhouse_tuer_offen_s,false,0,0,0,0
brickhouse_tuer_offen_w,false,0,0,0,0
brickhouse_tuer_zu_s,false,0,0,0,0
brickhouse_tuer_zu_w,false,0,0,0,0
brickhouse_wall_s,false,0,0,0,0
brickhouse_wall_w,false,0,0,0,0
brickmold,false,0,0,0,0
bricks,false,0,0,0,0
bridge_arch1_nsl,false,0,0,0,0
bridge_arch1_nsr,false,0,0,0,0
bridge_arch1_wel,false,0,0,0,0
bridge_arch1_wer,false,0,0,0,0
bridge_arch2_nsl,false,0,0,0,0
bridge_arch2_nsr,false,0,0,0,0
bridge_arch2_wel,false,0,0,0,0
bridge_arch2_wer,false,0,0,0,0
bridge_archm_nsl,false,0,0,0,0
bridge_archm_nsr,false,0,0,0,0
bridge_archm_wel,false,0,0,0,0
bridge_archm_wer,false,0,0,0,0
bridge_dest_e,false,0,0,0,0
bridge_dest_n,false,0,0,0,0
bridge_dest_s,false,0,0,0,0
bridge_dest_w,false,0,0,0,0
bridge_e,false,0,0,0,0
bridge_n,false,0,0,0,0
bridge_ns,false,0,0,0,0
bridge_ns_free,false,0,0,0,0
bridge_nsm,false,0,0,0,0
bridge_s,false,0,0,0,0
bridge_start_el,false,0,0,0,0
bridge_start_em,false,0,0,0,0
bridge_start_er,false,0,0,0,0
bridge_start_nl,false,0,0,0,0
bridge_start_nm,false,0,0,0,0
bridge_start_nr,false,0,0,0,0
bridge_start_sl,false,0,0,0,0
bridge_start_sm,false,0,0,0,0
bridge_start_sr,false,0,0,0,0
bridge_start_wl,false,0,0,0,0
bridge_start_wm,false,0,0,0,0
bridge_start_wr,false,0,0,0,0
bridge_w,false,0,0,0,0
bridge_we,false,0,0,0,0
bridge_we_free,false,0,0,0,0
bridge_wem,false,0,0,0,0
broadl-0,true,0,25,0,0
broadl-1,true,44,2,1,0
broadl-2,true,8,3,2,0
broadl-3,true,0,0,2,0
broadl_gefallen_n,false,0,0,0,0
broadl_gefallen_o,false,0,0,0,0
broadl_gefallen_s,false,0,0,0,0
broadl_gefallen_w,false,0,0,0,0
broadl_setzling,false,0,0,0,0
broadl_trunk-0,true,0,2,0,0
broadl_trunk-1,false,0,0,0,0
broadl_trunk-2,false,0,0,0,0
broadl_trunk-3,true,1,0,1,0
broadsword,false,0,0,0,0
broetchen,false,0,0,0,0
brot,false,0,0,0,0
brown_egg,false,0,0,0,0
brownpotion,false,0,0,0,0
brunnen-0,false,0,0,0,0
brunnen-1,false,0,0,0,0
brush,false,0,0,0,0
buchregaln,false,0,0,0,0
buchregalo,false,0,0,0,0
Buchstapel_1,false,0,0,0,0
Buchstapel_2,false,0,0,0,0
bucket_black,false,0,0,0,0
bucket_blue,false,0,0,0,0
bucket_green,false,0,0,0,0
bucket_red,false,0,0,0,0
bucket_white,false,0,0,0,0
bucket_yellow,false,0,0,0,0
burgeckecolumn,false,0,0,0,0
burgeckeno,false,0,0,0,0
burgeckenw,false,0,0,0,0
burgeckeso,false,0,0,0,0
burgeckesw,false,0,0,0,0
burgmauers,false,0,0,0,0
burgmauerw,false,0,0,0,0
burgtoroffenlinksn,false,0,0,0,0
burgtoroffenlinkso,false,0,0,0,0
burgtoroffenrechtsn,false,0,0,0,0
burgtoroffenrechtso,false,0,0,0,0
burgtorzulinksn,false,0,0,0,0
burgtorzulinkso,false,0,0,0,0
burgtorzurechtsn,false,0,0,0,0
burgtorzurechtso,false,0,0,0,0
burgtueroffenn,false,0,0,0,0
burgtueroffeno,false,0,0,0,0
burgtuerzun,false,0,0,0,0
burgtuerzuo,false,0,0,0,0
burgturmno,false,0,0,0,0
burgturmnw,false,0,0,0,0
burgturmso,false,0,0,0,0
burgturmsw,false,0,0,0,0
burgzinnen,false,0,0,0,0
burgzinneneckeino,false,0,0,0,0
burgzinneneckeinw,false,0,0,0,0
burgzinneneckeiso,false,0,0,0,0
burgzinneneckeisw,false,0,0,0,0
burgzinneneckeno,false,0,0,0,0
burgzinneneckenw,false,0,0,0,0
burgzinneneckeso,false,0,0,0,0
burgzinneneckesw,false,0,0,0,0
burgzinneo,false,0,0,0,0
burgzinnes,false,0,0,0,0
burgzinnew,false,0,0,0,0
butterflies/B2/b_g1b2-0,true,10,7,8,31
butterflies/B2/b_g1b2-1,true,5,14,4,33
butterflies/B2/b_g1b2-2,true,32,31,5,40
butterflies/B2/b_g1b2-3,true,47,30,3,27
butterflies/B2/b_g1b2-4,true,61,3,4,24
butterflies/B2/b_g1b2-5,true,73,15,8,13
butterflies/B2/b_g1b2-6,true,80,3,10,2
butterflies/B2/b_g1b2-7,true,70,3,16,5
butterflies/B2/b_g1b2-8,true,55,4,33,9
butterflies/B2/b_g1b2-9,true,42,1,34,16
butterflies/B2/b_g1b2-10,true,16,10,49,28
butterflies/B2/b_g1b2-11,true,17,12,61,29
butterflies/B2/b_g1b2-12,true,7,24,56,45
butterflies/B2/b_g1b2-13,true,4,12,51,48
butterflies/B2/b_g1b2-14,true,1,19,36,33
butterflies/B2/b_g1b2-15,true,3,19,24,40
butterflies/B2/b_g1b2-16,true,11,13,11,37
butterflies/B2/b_g1b2-17,true,6,17,12,36
butterflies/B2/b_g2b2-0,true,2,1,39,6
butterflies/B2/b_g2b2-1,true,1,1,44,4
butterflies/B2/b_g2b2-2,true,10,3,41,17
butterflies/B2/b_g2b2-3,true,11,1,29,24
butterflies/B2/b_g2b2-4,true,5,2,19,28
butterflies/B2/b_g2b2-5,true,9,1,8,28
butterflies/B2/b_g2b2-6,true,13,5,2,29
butterflies/B2/b_g2b2-7,true,15,8,9,23
butterflies/B2/b_g2b2-8,true,19,0,11,12
butterflies/B2/b_g2b2-9,true,45,16,22,12
butterflies/B2/b_g2b2-10,true,19,21,13,6
butterflies/B2/b_g2b2-11,true,27,10,6,6
butterflies/B2/b_g2b2-12,true,15,27,3,3
butterflies/B2/b_g2b2-13,true,7,36,9,6
butterflies/B2/b_g2b2-14,true,0,24,13,5
butterflies/B2/b_g2b2-15,true,8,11,13,1
butterflies/B2/b_g2b2-16,true,8,5,38,9
butterflies/B2/b_g2b2-17,true,12,12,40,10
butterflies/B2/b_g3b2-0,true,0,14,6,2
butterflies/B2/b_g3b2-1,true,5,23,5,5
butterflies/B2/b_g3b2-2,true,5,32,4,12
butterflies/B2/b_g3b2-3,true,4,15,3,1
butterflies/B2/b_g3b2-4,true,3,23,1,4
butterflies/B2/b_g3b2-5,true,3,14,2,6
butterflies/B2/b_g3b2-6,true,13,2,8,7
butterflies/B2/b_g3b2-7,true,20,3,12,16
butterflies/B2/b_g3b2-8,true,8,7,26,28
butterflies/B2/b_g3b2-9,true,30,6,27,20
butterflies/B2/b_g3b2-10,true,19,20,0,27
butterflies/B2/b_g3b2-11,true,18,20,10,25
butterflies/B2/b_g3b2-12,true,13,20,6,13
butterflies/B2/b_g3b2-13,true,18,17,10,7
butterflies/B2/b_g3b2-14,true,18,18,10,3
butterflies/B2/b_g3b2-15,true,9,6,8,6
butterflies/B2/b_g3b2-16,true,11,13,7,5
butterflies/B2/b_g3b2-17,true,1,7,7,8
butterflies/B2/b_g4b2-0,true,28,8,23,24
butterflies/B2/b_g4b2-1,true,43,13,15,19
butterflies/B2/b_g4b2-2,true,20,22,31,16
butterflies/B2/b_g4b2-3,true,21,18,49,5
butterflies/B2/b_g4b2-4,true,25,31,64,8
butterflies/B2/b_g4b2-5,true,0,17,65,8
butterflies/B2/b_g4b2-6,true,5,23,43,4
butterflies/B2/b_g4b2-7,true,5,23,43,4
butterflies/B2/b_g4b2-8,true,15,14,24,14
butterflies/B2/b_g4b2-9,true,17,24,22,2
butterflies/B2/b_g4b2-10,true,35,24,8,1
butterflies/B2/b_g4b2-11,true,46,15,9,3
butterflies/B2/b_g4b2-12,true,64,17,4,1
butterflies/B2/b_g4b2-13,true,77,8,11,4
butterflies/B2/b_g4b2-14,true,70,6,14,8
butterflies/B2/b_g4b2-15,true,36,6,9,15
butterflies/B2/b_g4b2-16,true,52,3,21,26
butterflies/B2/b_g4b2-17,true,48,3,25,28
butterflies/B4/b_g1b4-0,true,7,8,7,1
butterflies/B4/b_g1b4-1,true,6,19,9,5
butterflies/B4/b_g1b4-2,true,3,31,4,9
butterflies/B4/b_g1b4-3,true,7,11,5,15
butterflies/B4/b_g1b4-4,true,2,26,3,24
butterflies/B4/b_g1b4-5,true,0,16,7,21
butterflies/B4/b_g1b4-6,true,5,3,1,4
butterflies/B4/b_g1b4-7,true,20,0,2,9
butterflies/B4/b_g1b4-8,true,13,4,32,6
butterflies/B4/b_g1b4-9,true,26,4,31,23
butterflies/B4/b_g1b4-10,true,31,15,35,36
butterflies/B4/b_g1b4-11,true,21,6,18,39
butterflies/B4/b_g1b4-12,true,6,22,7,53
butterflies/B4/b_g1b4-13,true,9,30,6,35
butterflies/B4/b_g1b4-14,true,4,13,1,27
butterflies/B4/b_g1b4-15,true,6,20,12,18
butterflies/B4/b_g1b4-16,true,10,14,11,6
butterflies/B4/b_g1b4-17,true,3,18,12,8
butterflies/B4/b_g2b4-0,true,7,8,6,1
butterflies/B4/b_g2b4-1,true,6,1,1,6
butterflies/B4/b_g2b4-2,true,3,2,14,4
butterflies/B4/b_g2b4-3,true,5,1,11,6
butterflies/B4/b_g2b4-4,true,4,0,4,2
butterflies/B4/b_g2b4-5,true,8,0,5,0
butterflies/B4/b_g2b4-6,true,5,3,3,7
butterflies/B4/b_g2b4-7,true,9,3,9,6
butterflies/B4/b_g2b4-8,true,14,8,12,12
butterflies/B4/b_g2b4-9,true,8,10,23,9
butterflies/B4/b_g2b4-10,true,14,19,15,2
butterflies/B4/b_g2b4-11,true,2,5,1,2
butterflies/B4/b_g2b4-12,true,4,1,5,0
butterflies/B4/b_g2b4-13,true,3,2,4,3
butterflies/B4/b_g2b4-14,true,1,9,0,3
butterflies/B4/b_g2b4-15,true,0,10,5,4
butterflies/B4/b_g2b4-16,true,6,4,2,3
butterflies/B4/b_g2b4-17,true,9,7,9,5
butterflies/B4/b_g3b4-0,true,6,19,5,4
butterflies/B4/b_g3b4-1,true,10,22,0,6
butterflies/B4/b_g3b4-2,true,10,6,5,4
butterflies/B4/b_g3b4-3,true,1,23,3,7
butterflies/B4/b_g3b4-4,true,4,10,3,4
butterflies/B4/b_g3b4-5,true,3,14,6,4
butterflies/B4/b_g3b4-6,true,5,1,3,16
butterflies/B4/b_g3b4-7,true,8,4,1,16
butterflies/B4/b_g3b4-8,true,0,7,17,21
butterflies/B4/b_g3b4-9,true,23,10,28,30
butterflies/B4/b_g3b4-10,true,15,10,19,26
butterflies/B4/b_g3b4-11,true,14,13,14,8
butterflies/B4/b_g3b4-12,true,9,8,1,3
butterflies/B4/b_g3b4-13,true,10,6,8,9
butterflies/B4/b_g3b4-14,true,2,10,2,4
butterflies/B4/b_g3b4-15,true,1,4,5,5
butterflies/B4/b_g3b4-16,true,3,16,2,7
butterflies/B4/b_g3b4-17,true,0,15,2,8
butterflies/B4/b_g4b4-0,true,33,0,23,35
butterflies/B4/b_g4b4-1,true,44,13,5,37
butterflies/B4/b_g4b4-2,true,31,2,1,19
butterflies/B4/b_g4b4-3,true,25,25,21,19
butterflies/B4/b_g4b4-4,true,23,28,17,11
butterflies/B4/b_g4b4-5,true,6,22,13,3
butterflies/B4/b_g4b4-6,true,1,25,0,3
butterflies/B4/b_g4b4-7,true,6,34,5,8
butterflies/B4/b_g4b4-8,true,14,20,0,2
butterflies/B4/b_g4b4-9,true,23,30,20,9
butterflies/B4/b_g4b4-10,true,39,38,29,5
butterflies/B4/b_g4b4-11,true,40,32,26,2
butterflies/B4/b_g4b4-12,true,32,14,7,2
butterflies/B4/b_g4b4-13,true,44,10,34,8
butterflies/B4/b_g4b4-14,true,39,9,37,19
butterflies/B4/b_g4b4-15,true,48,7,40,27
butterflies/B4/b_g4b4-16,true,44,0,31,25
butterflies/B4/b_g4b4-17,true,45,1,33,27
cabbage_stew,false,0,0,0,0
cabinet3,false,0,0,0,0
cabinet4,false,0,0,0,0
cactus-0,true,2,5,7,0
cactus-1,true,0,0,3,0
cactus-2,false,0,0,0,0
cactus-3,true,0,8,0,0
cactus5,false,0,0,0,0
cactus6,false,0,0,0,0
cactus7,false,0,0,0,0
cadflag1-0,false,0,0,0,0
cadflag1-1,false,0,0,0,0
Cadomyr_Brennofen_1_an,false,0,0,0,0
Cadomyr_Brennofen_1_aus,false,0,0,0,0
Cadomyr_Brennofen_2_an,false,0,0,0,0
Cadomyr_Brennofen_2_aus,false,0,0,0,0
CADOMYR_CREST_NORTH,false,0,0,0,0
CADOMYR_CREST_WEST,false,0,0,0,0
Cadomyr_E-0,true,6,0,0,0
Cadomyr_E-1,true,6,0,0,0
Cadomyr_E-2,true,1,0,0,0
Cadomyr_E-3,true,3,0,0,0
Cadomyr_E-4,true,4,0,0,0
Cadomyr_E-5,true,1,0,0,0
Cadomyr_E-6,false,0,0,0,0
Cadomyr_E-7,false,0,0,0,0
Cadomyr_E-8,false,0,0,0,0
Cadomyr_E-9,false,0,0,0,0
Cadomyr_E-10,true,3,0,0,0
Cadomyr_E-11,true,4,0,0,0
Cadomyr_E-12,true,11,0,0,0
Cadomyr_large_with_NBrighter,true,0,1,0,0
Cadomyr_large_with_wBrighter,true,0,2,0,2
Cadomyr_N-0,true,0,0,14,0
Cadomyr_N-1,true,0,0,9,0
Cadomyr_N-2,true,0,0,6,0
Cadomyr_N-3,false,0,0,0,0
Cadomyr_N-4,true,0,0,2,0
Cadomyr_N-5,false,0,0,0,0
Cadomyr_N-6,true,0,0,1,0
Cadomyr_N-7,false,0,0,0,0
Cadomyr_N-8,true,0,0,2,0
Cadomyr_N-9,true,0,0,4,0
Cadomyr_N-10,true,0,0,8,0
Cadomyr_N-11,true,0,0,15,0
Cadomyr_Pendant_East,true,0,1,0,0
Cadomyr_Pendant_North,true,0,1,0,0
campfireoff,false,0,0,0,0
candle_lit,false,0,0,0,0
candle_unlit,false,0,0,0,0
candlemold,false,0,0,0,0
candles,false,0,0,0,0
candles_off,false,0,0,0,0
candles_off2,false,0,0,0,0
candles_sml_off,false,0,0,0,0
candles_sml_off2,false,0,0,0,0
candlestick1,false,0,0,0,0
carott2,false,0,0,0,0
carott3,false,0,0,0,0
carrot1,false,0,0,0,0
carrots,false,0,0,0,0
carv_tool,false,0,0,0,0
castle6_corner_ne,false,0,0,0,0
castle6_corner_nw,false,0,0,0,0
castle6_corner_se,false,0,0,0,0
castle6_corner_sw,false,0,0,0,0
castle6_door_ns,false,0,0,0,0
castle6_door_we,false,0,0,0,0
castle6_doorcl_ns,false,0,0,0,0
castle6_doorcl_we,false,0,0,0,0
castle6_gateL_cl_ns,false,0,0,0,0
castle6_gateL_cl_we,false,0,0,0,0
castle6_gateL_op_ns,false,0,0,0,0
castle6_gateL_op_we,false,0,0,0,0
castle6_gateR_cl_ns,false,0,0,0,0
castle6_gateR_cl_we,false,0,0,0,0
castle6_gateR_op_ns,false,0,0,0,0
castle6_gateR_op_we,false,0,0,0,0
castle6_incorner,false,0,0,0,0
castle6_ns,false,0,0,0,0
castle6_we,false,0,0,0,0
castle6_win_ns,false,0,0,0,0
castle6_win_we,false,0,0,0,0
castle6_zinne_e,false,0,0,0,0
castle6_zinne_n,false,0,0,0,0
castle6_zinne_ne,false,0,0,0,0
castle6_zinne_nw,false,0,0,0,0
castle6_zinne_s,false,0,0,0,0
castle6_zinne_se,false,0,0,0,0
castle6_zinne_sw,false,0,0,0,0
castle6_zinne_w,false,0,0,0,0
cauldron,false,0,0,0,0
cauldron_black,false,0,0,0,0
cauldron_blue,false,0,0,0,0
cauldron_darkblue,false,0,0,0,0
cauldron_darkgreen,false,0,0,0,0
cauldron_empty,false,0,0,0,0
cauldron_green,false,0,0,0,0
cauldron_orange,false,0,0,0,0
cauldron_pink,false,0,0,0,0
cauldron_red,false,0,0,0,0
cauldron_wf-0,false,0,0,0,0
cauldron_wf-1,false,0,0,0,0
cauldron_wf-2,false,0,0,0,0
cauldron_wf-3,false,0,0,0,0
cauldron_wf-4,false,0,0,0,0
cauldron_wf-5,false,0,0,0,0
cauldron_wf-6,false,0,0,0,0
cauldron_wf-7,false,0,0,0,0
cauldron_wf-8,false,0,0,0,0
cauldron_wf-9,false,0,0,0,0
cauldron_wf-10,false,0,0,0,0
cauldron_wf-11,false,0,0,0,0
cauldron_wf-12,false,0,0,0,0
cauldron_wf-13,false,0,0,0,0
cauldron_wf-14,false,0,0,0,0
cauldron_white,false,0,0,0,0
cauldron_yellow,false,0,0,0,0
cave,false,0,0,0,0
ccp,false,0,0,0,0
ccp_n,true,0,0,0,1
cereals,false,0,0,0,0
chainlegs,false,0,0,0,0
chainlegs_shrt,false,0,0,0,0
chainmail,false,0,0,0,0
chair1e,false,0,0,0,0
chair1n,false,0,0,0,0
chair1s,false,0,0,0,0
chair2e,false,0,0,0,0
chair2n,false,0,0,0,0
chair2s,false,0,0,0,0
chair_white_e,false,0,0,0,0
chair_white_n,false,0,0,0,0
