#
#	Unity Polygon Packing is very space efficient
#	It also trims transparent borders pixels 
#	This information is ditched and not imported in Unity
#	Illarions item table has offsets relying on the exact size of the image
#	Due to the trimming the offset is wrong
#	This file contains the trimmed pixels to each borders
#	So the offset table data can be updated
#
#	name, is trimmed?, trimmed left, trimmed top, trimmed right, trimmed bottom
#
bone_dragon-bone_dragon_walk_w-11,false,0,0,0,0
chicken-chicken_stand_n,false,0,0,0,0
chicken-chicken_stand_ne,false,0,0,0,0
chicken-chicken_stand_nw,false,0,0,0,0
chicken-chicken_stand_sw,false,0,0,0,0
chicken-chicken_stand_w,false,0,0,0,0
chicken-chicken_walk_n-0,true,0,0,0,2
chicken-chicken_walk_n-1,true,0,0,0,1
chicken-chicken_walk_n-2,false,0,0,0,0
chicken-chicken_walk_n-3,false,0,0,0,0
chicken-chicken_walk_n-4,false,0,0,0,0
chicken-chicken_walk_n-5,false,0,0,0,0
chicken-chicken_walk_n-6,false,0,0,0,0
chicken-chicken_walk_n-7,true,0,0,0,1
chicken-chicken_walk_ne-0,false,0,0,0,0
chicken-chicken_walk_ne-1,false,0,0,0,0
chicken-chicken_walk_ne-2,false,0,0,0,0
chicken-chicken_walk_ne-3,false,0,0,0,0
chicken-chicken_walk_ne-4,false,0,0,0,0
chicken-chicken_walk_ne-5,false,0,0,0,0
chicken-chicken_walk_ne-6,false,0,0,0,0
chicken-chicken_walk_ne-7,false,0,0,0,0
chicken-chicken_walk_nw-0,false,0,0,0,0
chicken-chicken_walk_nw-1,false,0,0,0,0
chicken-chicken_walk_nw-2,false,0,0,0,0
chicken-chicken_walk_nw-3,false,0,0,0,0
chicken-chicken_walk_nw-4,false,0,0,0,0
chicken-chicken_walk_nw-5,false,0,0,0,0
chicken-chicken_walk_nw-6,false,0,0,0,0
chicken-chicken_walk_nw-7,false,0,0,0,0
chicken-chicken_walk_sw-0,false,0,0,0,0
chicken-chicken_walk_sw-1,false,0,0,0,0
chicken-chicken_walk_sw-2,false,0,0,0,0
chicken-chicken_walk_sw-3,false,0,0,0,0
chicken-chicken_walk_sw-4,false,0,0,0,0
chicken-chicken_walk_sw-5,false,0,0,0,0
chicken-chicken_walk_sw-6,false,0,0,0,0
chicken-chicken_walk_sw-7,false,0,0,0,0
chicken-chicken_walk_w-0,false,0,0,0,0
chicken-chicken_walk_w-1,false,0,0,0,0
chicken-chicken_walk_w-2,false,0,0,0,0
chicken-chicken_walk_w-3,false,0,0,0,0
chicken-chicken_walk_w-4,false,0,0,0,0
chicken-chicken_walk_w-5,false,0,0,0,0
chicken-chicken_walk_w-6,false,0,0,0,0
chicken-chicken_walk_w-7,false,0,0,0,0
cow_stand_n,false,0,0,0,0
cow_stand_ne,false,0,0,0,0
cow_stand_nw,false,0,0,0,0
cow_stand_sw,false,0,0,0,0
cow_stand_w,false,0,0,0,0
cow_walk_n-0,true,0,0,0,3
cow_walk_n-1,true,0,0,2,7
cow_walk_n-2,true,0,0,5,6
cow_walk_n-3,true,1,0,7,0
cow_walk_n-4,true,0,0,7,1
cow_walk_n-5,true,1,0,6,1
cow_walk_n-6,true,0,0,6,0
cow_walk_n-7,true,2,0,5,0
cow_walk_n-8,true,1,0,5,0
cow_walk_n-9,true,0,0,7,3
cow_walk_n-10,true,1,0,6,7
cow_walk_n-11,true,0,0,3,5
cow_walk_ne-0,false,0,0,0,0
cow_walk_ne-1,true,0,0,0,1
cow_walk_ne-2,true,0,0,0,1
cow_walk_ne-3,true,0,0,0,8
cow_walk_ne-4,true,0,0,0,4
cow_walk_ne-5,true,0,0,0,2
cow_walk_ne-6,false,0,0,0,0
cow_walk_ne-7,true,0,0,0,1
cow_walk_ne-8,true,0,0,0,4
cow_walk_ne-9,true,0,0,0,8
cow_walk_ne-10,true,0,0,0,3
cow_walk_ne-11,false,0,0,0,0
cow_walk_nw-0,false,0,0,0,0
cow_walk_nw-1,true,0,1,4,0
cow_walk_nw-2,true,0,0,2,0
cow_walk_nw-3,true,0,0,9,0
cow_walk_nw-4,true,0,0,9,0
cow_walk_nw-5,true,0,0,5,0
cow_walk_nw-6,false,0,0,0,0
cow_walk_nw-7,true,0,0,2,0
cow_walk_nw-8,true,0,0,3,0
cow_walk_nw-9,true,0,0,6,1
cow_walk_nw-10,true,0,0,6,0
cow_walk_nw-11,true,0,0,3,0
cow_walk_sw-0,false,0,0,0,0
cow_walk_sw-1,true,0,0,0,2
cow_walk_sw-2,true,0,0,0,2
cow_walk_sw-3,true,0,0,0,7
cow_walk_sw-4,true,0,0,0,3
cow_walk_sw-5,true,0,0,0,2
cow_walk_sw-6,false,0,0,0,0
cow_walk_sw-7,true,0,0,0,2
cow_walk_sw-8,true,0,0,0,4
cow_walk_sw-9,true,0,0,0,6
